Department,Month,Month Name,Budget Allocated,Actual Spending,Revenue Generated,Profit or Loss
Sales,2021-09-01,September,45877.84,23331.02,42333.01,19001.99
IT,2021-09-01,September,31091.04,9656.55,5410.54,-4246.009999999999
Marketing,2021-09-01,September,18258.79,50388.2,21308.64,-29079.56
Operations,2021-09-01,September,11309.2,10352.32,46603.74,36251.42
HR,2021-09-01,September,30496.51,0.0,87876.35,78665.78
Marketing,2021-09-01,September,42620.3,46224.01,6469.77,-39754.240000000005
IT,2021-09-01,September,38912.2,44741.53,39864.67,-4876.860000000001
IT,2021-09-01,September,22699.16,18675.78,9351.97,-9323.81
IT,2021-09-01,September,20955.22,54990.61,13702.33,-41288.28
IT,2021-09-01,September,24948.15,0.0,46990.83,41200.58
HR,2021-09-01,September,9125.01,53600.99,51548.47,-2052.519999999997
Operations,2021-10-01,October,23038.64,6808.58,0.0,64143.31
IT,2021-10-01,October,46934.8,33024.53,64995.35,31970.82
IT,2021-10-01,October,29879.2,38344.89,86821.99,48477.100000000006
R&D,2021-10-01,October,21263.44,45423.0,7061.28,-38361.72
Marketing,2021-10-01,October,32950.27,33797.01,0.0,40459.74
Sales,2021-10-01,October,48356.94,43942.41,0.0,-17981.370000000003
Operations,2021-10-01,October,9988.86,50512.53,94411.44,43898.91
R&D,2021-10-01,October,0.0,46893.47,51496.54,4603.07
HR,2021-10-01,October,49847.36,49566.88,17333.61,-32233.27
HR,2021-10-01,October,10633.88,46948.41,81611.22,34662.81
HR,2021-10-01,October,12086.54,20486.48,94463.55,73977.07
HR,2021-10-01,October,16584.62,43809.13,45965.48,2156.350000000006
HR,2021-10-01,October,30440.16,29668.58,36108.94,6440.360000000001
HR,2021-10-01,October,37990.61,26069.94,24285.66,-1784.2799999999988
Sales,2021-10-01,October,14986.41,20620.45,6786.92,-13833.53
R&D,2021-10-01,October,44148.81,54853.79,28572.17,-26281.620000000003
Sales,2021-10-01,October,12424.05,6191.63,44256.68,38065.05
Marketing,2021-10-01,October,5018.43,33967.04,60076.64,26109.6
R&D,2021-10-01,October,38078.24,55703.13,74016.18,18313.05
HR,2021-10-01,October,29050.83,29013.39,5080.62,-23932.77
IT,2021-10-01,October,17357.19,22918.89,47225.75,24306.86
HR,2021-10-01,October,29911.78,56783.89,74680.42,17896.53
R&D,2021-10-01,October,24816.59,20001.56,20623.3,621.739999999998
Marketing,2021-10-01,October,46038.39,42845.35,39123.06,-3722.290000000001
R&D,2021-10-01,October,13311.13,33633.82,39996.71,6362.889999999999
Operations,2021-10-01,October,47197.49,48865.94,0.0,30859.48999999999
R&D,2021-10-01,October,16261.21,17157.67,16602.38,-555.2899999999972
Marketing,2021-10-01,October,33146.66,0.0,40836.61,27067.66
HR,2021-10-01,October,49926.45,3239.71,76283.34,73043.62999999999
R&D,2021-10-01,October,26346.34,20053.69,92932.46,72878.77
R&D,2021-10-01,October,18532.35,30507.13,22915.34,-7591.790000000001
R&D,2021-10-01,October,47090.41,48960.84,58900.19,9939.350000000006
Marketing,2021-10-01,October,14077.99,35959.55,40025.61,4066.0599999999977
HR,2021-10-01,October,11311.43,19589.28,66127.89,46538.61
HR,2021-10-01,October,33100.28,4717.05,14538.73,9821.68
IT,2021-10-01,October,16646.18,25345.03,64578.24,39233.21
Marketing,2021-10-01,October,37496.53,59423.88,0.0,5793.780000000006
Operations,2021-10-01,October,18815.5,55806.05,75644.34,19838.289999999997
R&D,2021-10-01,October,38077.78,54935.59,1911.58,-53024.01
Operations,2021-11-01,November,43523.28,6542.79,0.0,81997.81000000001
Sales,2021-11-01,November,41381.34,38697.62,33875.23,-4822.389999999999
IT,2021-11-01,November,14409.39,20293.24,34990.79,14697.55
HR,2021-11-01,November,34676.52,29026.66,28568.9,-457.7599999999984
IT,2021-11-01,November,48979.37,54130.13,0.0,-13117.559999999998
Sales,2021-11-01,November,18297.21,8289.02,54336.53,46047.51
Marketing,2021-11-01,November,26364.99,7191.82,39496.14,32304.32
Marketing,2021-11-01,November,37828.02,19013.32,62875.87,43862.55
IT,2021-11-01,November,31681.96,16154.42,20195.84,4041.42
Operations,2021-11-01,November,19792.95,39045.1,71405.43,32360.329999999994
IT,2021-11-01,November,45450.3,42048.97,76327.3,34278.33
HR,2021-11-01,November,24006.83,0.0,41462.14,9185.11
Marketing,2021-11-01,November,27980.32,30492.33,12515.47,-17976.86
HR,2021-11-01,November,6395.56,39019.74,43150.92,4131.18
Sales,2021-11-01,November,6853.76,36007.75,59255.55,23247.800000000003
Sales,2021-11-01,November,20054.56,15368.36,65555.17,50186.81
Marketing,2021-11-01,November,41013.99,48020.46,13894.88,-34125.58
IT,2021-11-01,November,34944.34,14559.1,92366.09,77806.98999999999
Operations,2021-11-01,November,23833.8,3533.75,93805.11,90271.36
Sales,2021-11-01,November,41189.25,54323.64,19194.37,-35129.270000000004
IT,2021-11-01,November,20168.3,26454.19,59162.03,32707.84
HR,2021-11-01,November,23017.59,34213.26,44393.45,10180.189999999997
R&D,2021-11-01,November,41392.19,10112.6,69459.79,59347.19
Sales,2021-11-01,November,32336.25,12077.55,13898.01,1820.460000000001
HR,2021-11-01,November,33202.69,20760.02,11609.34,-9150.68
Sales,2021-11-01,November,13107.97,19240.78,51991.48,32750.700000000004
HR,2021-11-01,November,38941.11,0.0,80546.25,24773.9
Marketing,2021-11-01,November,16433.19,38961.24,65654.79,26693.55
Operations,2021-11-01,November,14390.43,9525.48,45425.75,35900.270000000004
R&D,2021-11-01,November,30259.87,9358.23,20549.99,11191.760000000002
Operations,2021-11-01,November,8945.81,0.0,47896.3,2846.4100000000035
Sales,2021-11-01,November,28880.9,22931.83,99669.0,76737.17
Operations,2021-11-01,November,19056.09,9036.42,59876.55,50840.130000000005
Marketing,2021-11-01,November,17137.19,43014.78,9296.15,-33718.63
Marketing,2021-11-01,November,14195.56,0.0,10162.81,-31474.33
IT,2021-11-01,November,43944.0,17646.32,4243.49,-13402.83
IT,2021-11-01,November,12306.95,0.0,56114.42,23623.49
Operations,2021-11-01,November,35093.05,7486.75,71458.12,63971.37
Marketing,2021-11-01,November,10975.86,27751.74,52610.49,24858.75
Operations,2021-11-01,November,47477.36,12414.49,1851.63,-10562.86
Marketing,2021-11-01,November,0.0,51587.26,98212.38,46625.12
Operations,2021-11-01,November,28708.18,0.0,50452.7,-8932.29
Marketing,2021-11-01,November,9436.76,56250.22,75945.89,19695.67
Operations,2021-11-01,November,33602.88,3243.58,94709.52,91465.94
IT,2021-11-01,November,19550.41,37772.89,79589.04,41816.15
IT,2021-11-01,November,24653.33,47641.67,31004.9,-16636.769999999997
HR,2021-11-01,November,43932.78,20442.7,75027.39,54584.69
Sales,2021-11-01,November,34593.14,39583.93,79204.26,39620.33
HR,2021-11-01,November,0.0,12660.96,46652.24,33991.28
HR,2021-11-01,November,12764.21,24563.67,16128.7,-8434.969999999998
HR,2021-11-01,November,28895.1,27794.3,83416.79,55622.48999999999
IT,2021-11-01,November,28120.29,0.0,33062.86,-23922.69
Marketing,2021-11-01,November,32883.45,13319.78,6750.9,-6568.880000000001
IT,2021-11-01,November,38321.93,43771.1,98195.92,54424.82
IT,2021-11-01,November,44050.98,57420.5,83085.53,25665.03
Operations,2021-11-01,November,15602.65,35905.62,26547.62,-9358.000000000004
HR,2021-11-01,November,15801.42,26271.48,98087.76,71816.28
IT,2021-11-01,November,30152.74,6540.59,0.0,12419.82
IT,2021-11-01,November,17130.34,35107.36,0.0,61605.0
IT,2021-11-01,November,37792.59,5342.58,10452.12,5109.540000000001
HR,2021-11-01,November,26551.59,24751.26,66122.78,41371.52
IT,2021-11-01,November,18981.64,11844.24,71212.66,59368.420000000006
Sales,2021-11-01,November,46051.82,45422.04,49910.62,4488.580000000002
Sales,2021-11-01,November,29947.5,27379.57,57445.51,30065.94
Marketing,2021-11-01,November,48335.48,32742.82,61521.79,28778.97
Operations,2021-11-01,November,27148.92,31255.66,52040.46,20784.8
HR,2021-12-01,December,42536.62,46603.0,73856.42,27253.42
R&D,2021-12-01,December,18269.79,30506.31,97068.57,66562.26000000001
HR,2021-12-01,December,31232.66,21642.86,48673.92,27031.06
Sales,2021-12-01,December,21776.41,41879.95,67126.06,25246.11
IT,2021-12-01,December,46897.65,48196.33,9448.26,-38748.07
R&D,2021-12-01,December,7111.72,52841.51,94716.76,41875.24999999999
Marketing,2021-12-01,December,42265.69,40331.06,93490.39,53159.33
Operations,2021-12-01,December,27776.43,45719.44,14326.89,-31392.550000000003
Operations,2021-12-01,December,41244.42,32678.97,37349.22,4670.25
HR,2021-12-01,December,13550.55,34193.47,61844.22,27650.75
Operations,2021-12-01,December,44055.33,28227.58,48660.24,20432.66
Operations,2021-12-01,December,40066.97,30294.63,0.0,37704.76
Sales,2021-12-01,December,18499.7,22590.77,42565.25,19974.48
HR,2021-12-01,December,25574.96,42065.84,46236.94,4171.100000000006
HR,2021-12-01,December,17493.95,20931.37,30470.3,9538.93
R&D,2021-12-01,December,12968.08,25712.9,69036.64,43323.74
Marketing,2021-12-01,December,27201.16,55220.4,4333.52,-50886.880000000005
HR,2021-12-01,December,23889.29,13123.56,46674.28,33550.72
IT,2021-12-01,December,38179.76,54034.88,12248.85,-41786.03
Sales,2021-12-01,December,23533.16,6340.7,33136.88,26796.18
Sales,2021-12-01,December,22869.97,45079.38,77426.71,32347.33000000001
R&D,2021-12-01,December,42173.26,21347.84,31659.64,10311.8
R&D,2021-12-01,December,44849.02,23308.12,52242.62,28934.500000000004
Operations,2021-12-01,December,34649.94,12345.38,1988.0,-10357.38
Operations,2021-12-01,December,27452.32,20874.42,37032.17,16157.75
Marketing,2021-12-01,December,46696.37,15080.81,33616.72,18535.910000000003
IT,2021-12-01,December,41185.98,46295.8,6898.16,-39397.64
HR,2021-12-01,December,30835.89,0.0,91657.21,59483.16
Sales,2021-12-01,December,40391.21,13286.4,13456.07,169.67000000000007
HR,2021-12-01,December,9682.63,25780.15,79065.75,53285.6
Marketing,2021-12-01,December,47650.34,24708.1,50446.67,25738.57
Sales,2021-12-01,December,0.0,58264.42,0.0,3589.82
IT,2021-12-01,December,6283.42,22084.36,45983.51,23899.15
IT,2021-12-01,December,12815.48,18440.03,18997.4,557.3700000000026
Marketing,2021-12-01,December,0.0,48008.95,98157.89,50148.94
R&D,2021-12-01,December,12259.38,9457.11,54275.16,44818.05
Sales,2021-12-01,December,47982.58,50496.53,12099.24,-38397.29
IT,2021-12-01,December,36714.34,34302.83,57642.23,23339.4
IT,2022-01-01,January,21912.41,43579.93,37756.16,-5823.769999999997
Sales,2022-01-01,January,49937.97,38036.9,51873.7,13836.799999999996
Operations,2022-01-01,January,0.0,4555.33,15062.51,10507.18
Marketing,2022-01-01,January,43563.14,6978.73,4189.67,-2789.0599999999995
Sales,2022-01-01,January,0.0,9051.07,77574.1,68523.03
R&D,2022-01-01,January,33822.86,39932.1,81855.11,41923.01
Marketing,2022-01-01,January,16392.96,13023.32,71216.61,58193.29
Marketing,2022-01-01,January,30155.21,33857.52,53016.88,19159.36
Operations,2022-01-01,January,38934.54,0.0,32392.24,-18334.52
Marketing,2022-01-01,January,12044.71,37791.24,17596.53,-20194.71
HR,2022-01-01,January,47999.11,56794.44,68353.57,11559.130000000005
Sales,2022-01-01,January,38104.17,15127.25,19144.22,4016.970000000001
R&D,2022-01-01,January,16115.75,33661.54,70554.82,36893.280000000006
Operations,2022-01-01,January,11218.28,46646.07,80372.12,33726.05
Marketing,2022-01-01,January,25626.09,28022.85,2901.84,-25121.01
IT,2022-01-01,January,36600.2,33579.52,21811.71,-11767.809999999998
HR,2022-01-01,January,5824.53,38673.89,76212.94,37539.05
Marketing,2022-01-01,January,17179.87,37090.63,44321.39,7230.760000000002
HR,2022-01-01,January,12430.37,26734.49,41030.25,14295.759999999998
Marketing,2022-01-01,January,17107.49,22791.22,0.0,35309.83
R&D,2022-01-01,January,20635.19,21364.52,7767.72,-13596.8
Sales,2022-01-01,January,24588.59,14870.85,87492.67,72621.81999999999
Operations,2022-01-01,January,19862.05,51184.51,9785.01,-41399.5
HR,2022-01-01,January,13532.66,3156.46,38154.09,34997.63
Operations,2022-01-01,January,22311.95,20909.72,25238.9,4329.18
IT,2022-01-01,January,22656.58,31649.53,3640.65,-28008.88
R&D,2022-01-01,January,9938.19,32305.26,2005.79,-30299.47
Operations,2022-01-01,January,38916.55,54997.63,41813.91,-13183.719999999994
Sales,2022-01-01,January,37725.65,31567.04,6338.41,-25228.63
Operations,2022-01-01,January,6600.72,4808.0,5436.66,628.6599999999999
IT,2022-01-01,January,39572.46,20382.95,21912.39,1529.4399999999987
IT,2022-01-01,January,43713.9,46172.17,93840.67,47668.5
R&D,2022-01-01,January,15020.26,45967.75,89767.77,43800.02
IT,2022-01-01,January,15500.24,54364.16,33402.27,-20961.890000000007
Marketing,2022-01-01,January,18921.55,52536.98,49762.47,-2774.510000000002
Operations,2022-01-01,January,38871.8,54703.22,6629.2,-48074.02
IT,2022-01-01,January,38643.03,37829.66,11618.28,-26211.380000000005
HR,2022-01-01,January,17296.81,55468.16,0.0,3334.939999999995
Sales,2022-01-01,January,19253.97,25291.47,19290.98,-6000.490000000002
IT,2022-01-01,January,10896.58,50353.64,89704.12,39350.48
Sales,2022-01-01,January,15335.6,24446.53,10497.57,-13948.96
IT,2022-01-01,January,16479.55,12840.67,35020.56,22179.89
Operations,2022-01-01,January,44254.68,21859.36,48157.11,26297.75
Sales,2022-01-01,January,48027.79,21550.84,1325.64,-20225.2
IT,2022-01-01,January,29559.2,6165.41,55183.09,49017.67999999999
Sales,2022-01-01,January,42258.16,30594.35,22829.38,-7764.969999999997
Marketing,2022-01-01,January,33316.44,19629.89,25487.82,5857.93
Marketing,2022-02-01,February,48485.88,5438.87,52397.87,46959.0
HR,2022-02-01,February,35620.8,38903.82,75339.61,36435.79
Marketing,2022-02-01,February,34558.12,35398.65,67063.26,31664.609999999997
R&D,2022-02-01,February,48746.77,18814.36,88386.98,69572.62
HR,2022-02-01,February,44149.79,5064.29,13245.47,8181.179999999999
R&D,2022-02-01,February,11678.05,31204.83,0.0,16505.369999999995
Operations,2022-02-01,February,7191.33,4599.98,24320.98,19721.0
HR,2022-02-01,February,25094.4,17420.34,62067.53,44647.19
Sales,2022-02-01,February,0.0,0.0,79072.33,34699.520000000004
IT,2022-02-01,February,23322.01,50240.99,75805.18,25564.189999999995
Marketing,2022-02-01,February,0.0,49830.89,28562.55,-21268.34
Marketing,2022-02-01,February,44398.44,29025.92,40451.93,11426.010000000002
HR,2022-02-01,February,16021.61,12365.13,79770.14,67405.01
HR,2022-02-01,February,14279.97,40718.4,80786.28,40067.88
Sales,2022-02-01,February,34234.92,12271.52,0.0,19588.12
Sales,2022-02-01,February,35172.32,12990.03,13753.24,763.2099999999991
R&D,2022-02-01,February,39468.41,52420.71,46535.96,-5884.75
Operations,2022-02-01,February,0.0,21032.95,1007.42,-20025.53
R&D,2022-02-01,February,30734.87,25249.96,29476.68,4226.720000000001
Marketing,2022-02-01,February,49684.88,51051.39,97081.79,46030.4
Marketing,2022-02-01,February,19909.57,25811.61,73393.38,47581.77
Sales,2022-02-01,February,16207.03,19681.79,0.0,76322.4
R&D,2022-02-01,February,47940.0,16670.62,56515.11,39844.490000000005
HR,2022-02-01,February,14095.36,35243.39,83302.47,48059.08
Marketing,2022-02-01,February,28055.0,8908.01,80671.53,71763.52
R&D,2022-02-01,February,31506.78,3404.76,31067.52,27662.76
Operations,2022-02-01,February,41886.95,32502.37,8367.4,-24134.97
Sales,2022-02-01,February,35939.15,3016.7,25828.43,22811.73
Operations,2022-02-01,February,24109.59,5204.14,43559.85,38355.71
Sales,2022-02-01,February,28718.05,33866.36,96193.64,62327.28
Sales,2022-02-01,February,24225.77,33964.76,98290.87,64326.10999999999
IT,2022-02-01,February,7828.88,48075.47,8731.1,-39344.37
Marketing,2022-02-01,February,31234.45,44991.74,11805.9,-33185.84
Marketing,2022-02-01,February,9450.52,32542.33,35460.12,2917.790000000001
Marketing,2022-02-01,February,40946.8,0.0,55933.57,-1015.760000000002
R&D,2022-02-01,February,33112.08,37056.63,92042.84,54986.21
Operations,2022-02-01,February,0.0,56303.72,68416.21,12112.490000000003
HR,2022-02-01,February,11920.29,20740.38,98051.2,77310.81999999999
R&D,2022-02-01,February,32109.95,52988.08,89735.01,36746.92999999999
Operations,2022-02-01,February,17190.37,23176.47,14425.27,-8751.2
R&D,2022-02-01,February,43779.18,7158.39,11102.77,3944.38
HR,2022-02-01,February,7952.7,17249.41,56892.61,39643.2
R&D,2022-02-01,February,27277.9,5629.24,55982.73,50353.490000000005
Sales,2022-02-01,February,25383.38,20674.59,25272.55,4597.959999999999
HR,2022-02-01,February,0.0,9910.1,88469.53,78559.43
HR,2022-02-01,February,42426.34,13946.73,87887.99,73941.26000000001
IT,2022-02-01,February,29211.28,53365.75,0.0,-2201.790000000001
Marketing,2022-02-01,February,12135.02,19719.51,9254.46,-10465.05
IT,2022-02-01,February,23662.66,58616.72,98127.33,39510.61
Operations,2022-02-01,February,21715.96,48769.83,54638.5,5868.669999999998
Sales,2022-02-01,February,32598.68,39243.11,24858.54,-14384.57
HR,2022-02-01,February,38669.63,8852.29,86440.86,77588.57
HR,2022-02-01,February,10069.85,24505.02,30096.92,5591.899999999998
Marketing,2022-02-01,February,16506.02,25043.66,25536.85,493.1899999999987
Sales,2022-03-01,March,10719.66,30566.69,46803.41,16236.720000000005
HR,2022-03-01,March,39144.36,13102.37,86577.81,73475.44
Sales,2022-03-01,March,7699.86,15622.65,96885.02,81262.37000000001
HR,2022-03-01,March,28219.31,5261.89,84739.19,79477.3
Marketing,2022-03-01,March,37037.57,38912.53,80095.85,41183.32000000001
Sales,2022-03-01,March,13574.8,31293.0,1879.16,-29413.84
HR,2022-03-01,March,48899.83,0.0,92964.37,55495.60999999999
R&D,2022-03-01,March,46141.21,41889.75,15388.94,-26500.81
Operations,2022-03-01,March,22180.94,55307.38,27643.01,-27664.37
Sales,2022-03-01,March,49453.46,56214.73,42108.2,-14106.530000000006
HR,2022-03-01,March,45867.51,24669.13,32841.3,8172.170000000002
IT,2022-03-01,March,0.0,56401.98,13697.14,-42704.84
R&D,2022-03-01,March,38735.29,8834.51,34974.52,26140.009999999995
R&D,2022-03-01,March,30280.53,33990.76,85994.26,52003.49999999999
Marketing,2022-03-01,March,24897.02,22662.21,50051.85,27389.64
R&D,2022-03-01,March,48430.03,53183.06,26960.23,-26222.83
Marketing,2022-03-01,March,47356.91,27872.1,9060.19,-18811.91
Marketing,2022-03-01,March,30372.53,6883.63,58264.8,51381.170000000006
HR,2022-03-01,March,37189.61,45048.18,40343.3,-4704.879999999997
R&D,2022-03-01,March,44480.24,0.0,45798.84,36899.34
HR,2022-03-01,March,30261.19,50015.67,67567.14,17551.47
Marketing,2022-03-01,March,0.0,15193.63,23406.9,8213.270000000002
Marketing,2022-03-01,March,46526.81,33942.19,21945.3,-11996.890000000005
HR,2022-03-01,March,33525.04,52827.98,25340.73,-27487.250000000004
HR,2022-03-01,March,14217.6,4568.13,45654.73,41086.600000000006
R&D,2022-03-01,March,31633.5,28102.97,0.0,-6941.639999999999
Sales,2022-03-01,March,49551.02,29024.32,29342.09,317.77000000000044
IT,2022-03-01,March,13322.58,14673.21,24292.48,9619.27
Marketing,2022-03-01,March,23505.86,5439.56,0.0,7744.21
Sales,2022-03-01,March,5630.54,59309.81,45620.54,-13689.269999999997
IT,2022-03-01,March,23128.88,46779.55,58138.08,11358.53
IT,2022-03-01,March,9542.62,19842.74,81594.13,61751.39
Marketing,2022-03-01,March,48343.73,22688.59,50602.22,27913.63
Operations,2022-03-01,March,44976.27,15878.66,80410.75,64532.09
HR,2022-03-01,March,43974.82,13029.87,48899.15,35869.28
Marketing,2022-03-01,March,8108.54,13978.84,25362.74,11383.9
Sales,2022-03-01,March,24852.15,25532.16,7473.54,-18058.62
HR,2022-03-01,March,28809.57,32473.49,73633.94,41160.45
IT,2022-03-01,March,12791.09,21375.54,6957.15,-14418.39
HR,2022-03-01,March,31829.97,19461.22,25824.51,6363.289999999997
Marketing,2022-03-01,March,41112.15,36394.64,18139.62,-18255.02
IT,2022-03-01,March,31382.02,8875.76,69662.3,60786.54
Operations,2022-03-01,March,6559.12,18472.11,56131.51,37659.4
R&D,2022-03-01,March,34332.64,40410.26,0.0,31778.79
HR,2022-03-01,March,31326.02,7794.14,86641.65,78847.51
Operations,2022-03-01,March,20492.57,41097.56,59167.11,18069.550000000003
Sales,2022-03-01,March,10282.7,48274.26,44247.18,-4027.0800000000017
R&D,2022-03-01,March,32006.97,9558.52,27325.08,17766.56
Operations,2022-03-01,March,21809.9,3479.75,0.0,95614.4
HR,2022-03-01,March,39642.09,0.0,92561.96,39677.00000000001
R&D,2022-03-01,March,31882.72,36758.01,29993.4,-6764.610000000001
HR,2022-03-01,March,43636.97,4924.17,80951.81,76027.64
R&D,2022-03-01,March,34566.42,16728.94,60084.49,43355.55
R&D,2022-04-01,April,8831.62,7093.72,54221.14,47127.42
HR,2022-04-01,April,13392.9,16602.34,47072.44,30470.1
Marketing,2022-04-01,April,41653.71,39450.62,51837.07,12386.449999999995
Marketing,2022-04-01,April,21572.89,12645.49,52568.37,39922.880000000005
R&D,2022-04-01,April,25851.3,56806.17,47915.91,-8890.259999999995
R&D,2022-04-01,April,26017.47,19385.68,17308.18,-2077.5
R&D,2022-04-01,April,14933.62,15207.07,35687.38,20480.31
Operations,2022-04-01,April,9488.72,4151.54,49668.11,45516.57
Operations,2022-04-01,April,25113.17,18283.62,37290.23,19006.610000000004
Sales,2022-04-01,April,42537.01,49762.72,6474.06,-43288.66
Marketing,2022-04-01,April,44749.34,43394.14,0.0,39994.98
IT,2022-04-01,April,10739.63,39503.07,9035.77,-30467.3
Operations,2022-04-01,April,23706.57,57267.06,58386.41,1119.3500000000058
Sales,2022-04-01,April,22359.2,32698.2,34110.67,1412.4699999999975
Sales,2022-04-01,April,11177.95,0.0,75735.32,16127.830000000007
R&D,2022-04-01,April,32403.9,32168.25,70744.67,38576.42
R&D,2022-04-01,April,16613.86,21334.16,63158.85,41824.69
HR,2022-04-01,April,42349.68,15056.06,36299.34,21243.28
Marketing,2022-04-01,April,40013.32,24116.18,15460.75,-8655.43
IT,2022-04-01,April,47770.65,56949.89,97159.74,40209.850000000006
Marketing,2022-04-01,April,26048.95,42893.96,66722.97,23829.01
Operations,2022-04-01,April,31603.24,13710.0,71514.95,57804.95
Sales,2022-04-01,April,7060.87,7732.93,15646.89,7913.959999999999
R&D,2022-04-01,April,39597.71,42953.54,18032.15,-24921.39
Marketing,2022-04-01,April,37486.72,50519.58,87763.88,37244.3
IT,2022-04-01,April,19342.84,43040.85,74501.07,31460.22000000001
Operations,2022-04-01,April,0.0,5110.39,88227.6,83117.21
Marketing,2022-04-01,April,37548.74,52684.94,4391.06,-48293.880000000005
R&D,2022-04-01,April,44291.25,0.0,19601.44,-40355.94
IT,2022-04-01,April,45009.96,57166.75,72928.13,15761.380000000005
IT,2022-04-01,April,28835.5,39404.71,29484.57,-9920.14
Marketing,2022-04-01,April,22941.6,48801.28,1555.89,-47245.39
IT,2022-04-01,April,35860.92,32980.4,26392.79,-6587.610000000001
Marketing,2022-04-01,April,14167.34,30923.71,31863.43,939.7200000000012
Sales,2022-04-01,April,49722.01,22569.92,0.0,72597.96
R&D,2022-04-01,April,20014.17,5706.51,92664.14,86957.63
HR,2022-04-01,April,0.0,58833.32,0.0,5339.029999999999
Operations,2022-04-01,April,24919.96,50923.0,46257.98,-4665.019999999997
R&D,2022-04-01,April,6428.02,46944.12,58778.34,11834.219999999994
Operations,2022-04-01,April,20576.87,4482.64,54411.55,49928.91
R&D,2022-04-01,April,41210.46,6372.21,45066.86,38694.65
HR,2022-04-01,April,43606.72,34279.22,38678.14,4398.919999999998
Operations,2022-04-01,April,20719.27,55361.91,38633.21,-16728.700000000004
HR,2022-04-01,April,34981.18,35419.26,98384.97,62965.71
Operations,2022-04-01,April,8668.86,33696.43,71340.69,37644.26
Operations,2022-04-01,April,47907.35,20934.7,21620.8,686.0999999999985
HR,2022-04-01,April,8036.09,21374.41,11552.45,-9821.96
Marketing,2022-04-01,April,13550.77,58668.89,15730.09,-42938.8
Sales,2022-04-01,April,41526.99,26238.13,0.0,54570.34
HR,2022-04-01,April,5835.39,9958.27,96035.02,86076.75
IT,2022-04-01,April,19432.35,16434.2,64284.85,47850.65
R&D,2022-05-01,May,21799.65,9158.71,98226.83,89068.12
Sales,2022-05-01,May,8369.28,6877.75,18468.23,11590.48
R&D,2022-05-01,May,0.0,48352.61,16677.42,-31675.19
Operations,2022-05-01,May,42303.76,3293.52,0.0,15124.11
HR,2022-05-01,May,38882.5,47305.27,26060.31,-21244.959999999995
R&D,2022-05-01,May,36445.82,42132.77,26060.55,-16072.219999999998
IT,2022-05-01,May,26068.57,8536.38,74127.51,65591.12999999999
R&D,2022-05-01,May,15694.81,45838.0,23323.9,-22514.1
Marketing,2022-05-01,May,17721.77,7595.92,21046.03,13450.11
Operations,2022-05-01,May,7479.84,15140.02,68888.91,53748.89
HR,2022-05-01,May,48367.77,40025.94,42800.16,2774.220000000001
HR,2022-05-01,May,27139.39,41103.17,79088.45,37985.28
Operations,2022-05-01,May,44981.64,13765.31,19094.08,5328.770000000002
IT,2022-05-01,May,44001.49,5131.13,49837.38,44706.25
Operations,2022-05-01,May,42592.19,26066.89,96269.39,70202.5
Sales,2022-05-01,May,11827.93,0.0,15171.4,-1724.92
Operations,2022-05-01,May,16326.15,50809.67,58742.17,7932.5
IT,2022-05-01,May,27356.59,32963.54,12578.02,-20385.52
Operations,2022-05-01,May,36076.66,51780.96,40469.29,-11311.669999999998
Marketing,2022-05-01,May,0.0,20468.06,47067.23,26599.17
IT,2022-05-01,May,40561.21,18714.24,20821.98,2107.739999999998
IT,2022-05-01,May,28199.56,34542.18,88242.54,53700.35999999999
R&D,2022-05-01,May,43898.03,6404.66,34542.64,28137.98
HR,2022-05-01,May,32370.24,12511.43,27145.7,14634.27
Operations,2022-05-01,May,26424.47,17404.35,25291.27,7886.920000000002
Sales,2022-05-01,May,0.0,29656.75,2531.35,-27125.4
IT,2022-05-01,May,48672.75,27910.13,57445.16,29535.03
IT,2022-05-01,May,11695.05,59947.09,75973.59,16026.5
HR,2022-05-01,May,36900.46,14469.1,59936.81,45467.71
Operations,2022-05-01,May,26673.23,37096.81,66803.95,29707.14
Marketing,2022-05-01,May,27262.52,37016.91,69429.02,32412.11
Sales,2022-05-01,May,21789.56,28996.17,1672.68,-27323.49
HR,2022-05-01,May,8504.01,37085.86,10795.63,-26290.230000000003
IT,2022-05-01,May,38609.39,55160.36,81015.84,25855.48
R&D,2022-05-01,May,41009.36,4585.62,75290.77,70705.15000000001
Operations,2022-05-01,May,27478.61,27298.78,57307.93,30009.15
R&D,2022-05-01,May,17899.48,48767.08,36905.67,-11861.410000000003
Sales,2022-05-01,May,22943.35,0.0,97587.06,68022.51
Operations,2022-05-01,May,13627.67,5042.16,27790.39,22748.23
Marketing,2022-05-01,May,42249.72,47870.97,1016.85,-46854.12
R&D,2022-05-01,May,22495.34,38661.56,11902.87,-26758.689999999995
Operations,2022-06-01,June,27673.49,25829.03,30240.63,4411.600000000002
IT,2022-06-01,June,44177.53,34605.96,94827.81,60221.85
R&D,2022-06-01,June,29179.44,12742.03,85678.76,72936.73
IT,2022-06-01,June,42267.72,13341.63,70913.35,57571.72000000001
Marketing,2022-06-01,June,44598.74,55440.69,19564.29,-35876.4
IT,2022-06-01,June,32483.74,51351.68,14532.33,-36819.35
HR,2022-06-01,June,48313.92,8111.58,93915.71,85804.13
R&D,2022-06-01,June,45909.19,4536.02,70262.03,65726.01
R&D,2022-06-01,June,42615.91,15752.17,43054.08,27301.910000000003
